UID	TCID	QUID	Reaction	Evalue	Identity
Q52666	3.A.1.3.7	P69874	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('aspartate(2-)  + ATP = aspartate(2-)  + ADP + Pi', 'CHEBI:29995 + CHEBI:15422 = CHEBI:29995 + CHEBI:16761 + CHEBI:18367'), ('asparagine  + ATP = asparagine  + ADP + Pi', 'CHEBI:22653 + CHEBI:15422 = CHEBI:22653 + CHEBI:16761 + CHEBI:18367'), ('glutamine  + ATP = glutamine  + ADP + Pi', 'CHEBI:28300 + CHEBI:15422 = CHEBI:28300 + CHEBI:16761 + CHEBI:18367')]	3.13e-44	34.728
Q52666	3.A.1.3.7	P0A9R7	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('aspartate(2-)  + ATP = aspartate(2-)  + ADP + Pi', 'CHEBI:29995 + CHEBI:15422 = CHEBI:29995 + CHEBI:16761 + CHEBI:18367'), ('asparagine  + ATP = asparagine  + ADP + Pi', 'CHEBI:22653 + CHEBI:15422 = CHEBI:22653 + CHEBI:16761 + CHEBI:18367'), ('glutamine  + ATP = glutamine  + ADP + Pi', 'CHEBI:28300 + CHEBI:15422 = CHEBI:28300 + CHEBI:16761 + CHEBI:18367')]	2.95e-32	31.481
Q52666	3.A.1.3.7	P33916	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('aspartate(2-)  + ATP = aspartate(2-)  + ADP + Pi', 'CHEBI:29995 + CHEBI:15422 = CHEBI:29995 + CHEBI:16761 + CHEBI:18367'), ('asparagine  + ATP = asparagine  + ADP + Pi', 'CHEBI:22653 + CHEBI:15422 = CHEBI:22653 + CHEBI:16761 + CHEBI:18367'), ('glutamine  + ATP = glutamine  + ADP + Pi', 'CHEBI:28300 + CHEBI:15422 = CHEBI:28300 + CHEBI:16761 + CHEBI:18367')]	1.9599999999999997e-30	32.895
Q52666	3.A.1.3.7	P33916	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('aspartate(2-)  + ATP = aspartate(2-)  + ADP + Pi', 'CHEBI:29995 + CHEBI:15422 = CHEBI:29995 + CHEBI:16761 + CHEBI:18367'), ('asparagine  + ATP = asparagine  + ADP + Pi', 'CHEBI:22653 + CHEBI:15422 = CHEBI:22653 + CHEBI:16761 + CHEBI:18367'), ('glutamine  + ATP = glutamine  + ADP + Pi', 'CHEBI:28300 + CHEBI:15422 = CHEBI:28300 + CHEBI:16761 + CHEBI:18367')]	1.9100000000000003e-27	33.898
Q52666	3.A.1.3.7	P76027	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('aspartate(2-)  + ATP = aspartate(2-)  + ADP + Pi', 'CHEBI:29995 + CHEBI:15422 = CHEBI:29995 + CHEBI:16761 + CHEBI:18367'), ('asparagine  + ATP = asparagine  + ADP + Pi', 'CHEBI:22653 + CHEBI:15422 = CHEBI:22653 + CHEBI:16761 + CHEBI:18367'), ('glutamine  + ATP = glutamine  + ADP + Pi', 'CHEBI:28300 + CHEBI:15422 = CHEBI:28300 + CHEBI:16761 + CHEBI:18367')]	3.03e-26	30.837
Q52666	3.A.1.3.7	P76909	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('aspartate(2-)  + ATP = aspartate(2-)  + ADP + Pi', 'CHEBI:29995 + CHEBI:15422 = CHEBI:29995 + CHEBI:16761 + CHEBI:18367'), ('asparagine  + ATP = asparagine  + ADP + Pi', 'CHEBI:22653 + CHEBI:15422 = CHEBI:22653 + CHEBI:16761 + CHEBI:18367'), ('glutamine  + ATP = glutamine  + ADP + Pi', 'CHEBI:28300 + CHEBI:15422 = CHEBI:28300 + CHEBI:16761 + CHEBI:18367')]	9.54e-19	35.22
Q52666	3.A.1.3.7	P0A9T8	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('aspartate(2-)  + ATP = aspartate(2-)  + ADP + Pi', 'CHEBI:29995 + CHEBI:15422 = CHEBI:29995 + CHEBI:16761 + CHEBI:18367'), ('asparagine  + ATP = asparagine  + ADP + Pi', 'CHEBI:22653 + CHEBI:15422 = CHEBI:22653 + CHEBI:16761 + CHEBI:18367'), ('glutamine  + ATP = glutamine  + ADP + Pi', 'CHEBI:28300 + CHEBI:15422 = CHEBI:28300 + CHEBI:16761 + CHEBI:18367')]	6.490000000000001e-37	35.242
Q52666	3.A.1.3.7	P10346	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('aspartate(2-)  + ATP = aspartate(2-)  + ADP + Pi', 'CHEBI:29995 + CHEBI:15422 = CHEBI:29995 + CHEBI:16761 + CHEBI:18367'), ('asparagine  + ATP = asparagine  + ADP + Pi', 'CHEBI:22653 + CHEBI:15422 = CHEBI:22653 + CHEBI:16761 + CHEBI:18367'), ('glutamine  + ATP = glutamine  + ADP + Pi', 'CHEBI:28300 + CHEBI:15422 = CHEBI:28300 + CHEBI:16761 + CHEBI:18367')]	7.1199999999999995e-90	54.622
Q52666	3.A.1.3.7	P10907	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('aspartate(2-)  + ATP = aspartate(2-)  + ADP + Pi', 'CHEBI:29995 + CHEBI:15422 = CHEBI:29995 + CHEBI:16761 + CHEBI:18367'), ('asparagine  + ATP = asparagine  + ADP + Pi', 'CHEBI:22653 + CHEBI:15422 = CHEBI:22653 + CHEBI:16761 + CHEBI:18367'), ('glutamine  + ATP = glutamine  + ADP + Pi', 'CHEBI:28300 + CHEBI:15422 = CHEBI:28300 + CHEBI:16761 + CHEBI:18367')]	4.4100000000000005e-31	31.878
Q52666	3.A.1.3.7	P16679	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('aspartate(2-)  + ATP = aspartate(2-)  + ADP + Pi', 'CHEBI:29995 + CHEBI:15422 = CHEBI:29995 + CHEBI:16761 + CHEBI:18367'), ('asparagine  + ATP = asparagine  + ADP + Pi', 'CHEBI:22653 + CHEBI:15422 = CHEBI:22653 + CHEBI:16761 + CHEBI:18367'), ('glutamine  + ATP = glutamine  + ADP + Pi', 'CHEBI:28300 + CHEBI:15422 = CHEBI:28300 + CHEBI:16761 + CHEBI:18367')]	1.62e-22	31.343
Q52812	3.A.1.3.8	P45766	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.28e-147	59.531
Q52813	3.A.1.3.8	P0AFT2	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	5.89e-16	30.0
Q52813	3.A.1.3.8	P0AEU3	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	3.46e-13	30.435
Q52813	3.A.1.3.8	P45767	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.31e-115	51.979
Q52813	3.A.1.3.8	P0AER5	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	6.74e-18	31.008
Q52813	3.A.1.3.8	P45768	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	4.09e-13	44.0
Q52813	3.A.1.3.8	P0AER3	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	7.580000000000001e-21	37.209
Q52813	3.A.1.3.8	P0AER3	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	2.06e-06	31.868
Q52813	3.A.1.3.8	P0AEQ6	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	8.23e-15	30.682
Q52814	3.A.1.3.8	P0AFT2	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	3.06e-29	35.047
Q52814	3.A.1.3.8	P45767	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	2.16e-14	40.244
Q52814	3.A.1.3.8	P45768	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	4.63e-121	48.936
Q52814	3.A.1.3.8	P0AEQ6	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	3.42e-19	33.121
Q52815	3.A.1.3.8	P37313	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.2799999999999999e-30	30.396
Q52815	3.A.1.3.8	P07109	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.94e-79	49.801
Q52815	3.A.1.3.8	P68187	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.17e-35	33.333
Q52815	3.A.1.3.8	P77737	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	4.510000000000001e-31	31.154
Q52815	3.A.1.3.8	P29018	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.6e-13	31.163
Q52815	3.A.1.3.8	P77622	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.45e-33	32.016
Q52815	3.A.1.3.8	P0AAG0	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	8.539999999999999e-30	32.016
Q52815	3.A.1.3.8	P30750	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.4899999999999999e-52	37.391
Q52815	3.A.1.3.8	P09833	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	3.7400000000000003e-26	35.294
Q52815	3.A.1.3.8	P16678	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	8.36e-32	31.02
Q52815	3.A.1.3.8	P75796	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.0299999999999999e-38	34.728
Q52815	3.A.1.3.8	P75796	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	5.21e-29	31.535
Q52815	3.A.1.3.8	P0AAI1	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	8.210000000000001e-33	33.971
Q52815	3.A.1.3.8	P77481	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	3.23e-34	33.178
Q52815	3.A.1.3.8	P14175	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	9.579999999999999e-46	36.771
Q52815	3.A.1.3.8	P31134	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	3.2500000000000004e-43	34.728
Q52815	3.A.1.3.8	P0AAH0	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	7.15e-40	30.612
Q52815	3.A.1.3.8	P37774	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.2e-79	49.593
Q52815	3.A.1.3.8	P75957	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	6.7e-32	32.195
Q52815	3.A.1.3.8	P23878	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.65e-25	31.019
Q52815	3.A.1.3.8	P45769	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.28e-141	74.583
Q52815	3.A.1.3.8	P33594	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	5.41e-24	33.495
Q52815	3.A.1.3.8	P77795	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	2.38e-40	34.934
Q52815	3.A.1.3.8	P60752	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	3.8999999999999994e-23	33.18
Q52815	3.A.1.3.8	P0AAG3	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	5.7900000000000005e-105	60.417
Q52815	3.A.1.3.8	P75831	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	4.57e-35	38.942
Q52815	3.A.1.3.8	P37009	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	7.89e-41	34.361
Q52815	3.A.1.3.8	P77279	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.5000000000000001e-21	31.472
Q52815	3.A.1.3.8	P16676	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	9.149999999999999e-48	37.872
Q52815	3.A.1.3.8	P77268	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	3.99e-23	30.085
Q52815	3.A.1.3.8	P0AAF6	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	4.57e-67	43.621
Q52815	3.A.1.3.8	Q47538	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	2.87e-31	33.962
Q52815	3.A.1.3.8	P33360	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	3.9099999999999997e-41	33.61
Q52815	3.A.1.3.8	P31548	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.4299999999999998e-34	37.681
Q52815	3.A.1.3.8	P16677	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	3.31e-34	30.769
Q52815	3.A.1.3.8	P69874	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	2.25e-39	32.016
Q52815	3.A.1.3.8	P33916	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	3.73e-31	32.328
Q52815	3.A.1.3.8	P33916	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.1e-28	34.454
Q52815	3.A.1.3.8	P76909	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	9.95e-17	33.333
Q52815	3.A.1.3.8	P0A9T8	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	2.15e-33	34.081
Q52815	3.A.1.3.8	P10346	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	6.039999999999999e-89	53.333
Q52815	3.A.1.3.8	P10907	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	9.69e-32	32.727
Q52815	3.A.1.3.8	P23886	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	3.79e-22	33.333
Q52815	3.A.1.3.8	P16679	[('alpha-amino acid  + ATP = alpha-amino acid  + ADP + Pi', 'CHEBI:33704 + CHEBI:15422 = CHEBI:33704 + CHEBI:16761 + CHEBI:18367')]	1.08e-22	31.818
P48243	3.A.1.3.9	P37313	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-glutamate + ATP + H2O = L-glutamate + ADP + phosphate + H(+)', 'CHEBI:29985 + CHEBI:30616 + CHEBI:15377 = CHEBI:29985 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	2.6599999999999998e-30	32.018
P48243	3.A.1.3.9	P07109	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-glutamate + ATP + H2O = L-glutamate + ADP + phosphate + H(+)', 'CHEBI:29985 + CHEBI:30616 + CHEBI:15377 = CHEBI:29985 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	1.2600000000000002e-73	48.76
P48243	3.A.1.3.9	P68187	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-glutamate + ATP + H2O = L-glutamate + ADP + phosphate + H(+)', 'CHEBI:29985 + CHEBI:30616 + CHEBI:15377 = CHEBI:29985 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	5.209999999999999e-38	35.417
P48243	3.A.1.3.9	P77737	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-glutamate + ATP + H2O = L-glutamate + ADP + phosphate + H(+)', 'CHEBI:29985 + CHEBI:30616 + CHEBI:15377 = CHEBI:29985 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	1.16e-31	33.333
P48243	3.A.1.3.9	P29018	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-glutamate + ATP + H2O = L-glutamate + ADP + phosphate + H(+)', 'CHEBI:29985 + CHEBI:30616 + CHEBI:15377 = CHEBI:29985 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	5.72e-14	32.394
P48243	3.A.1.3.9	P77622	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-glutamate + ATP + H2O = L-glutamate + ADP + phosphate + H(+)', 'CHEBI:29985 + CHEBI:30616 + CHEBI:15377 = CHEBI:29985 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	8.42e-29	33.761
P48243	3.A.1.3.9	P0AAG0	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-glutamate + ATP + H2O = L-glutamate + ADP + phosphate + H(+)', 'CHEBI:29985 + CHEBI:30616 + CHEBI:15377 = CHEBI:29985 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	1.6999999999999998e-30	33.865
P48243	3.A.1.3.9	P30750	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-glutamate + ATP + H2O = L-glutamate + ADP + phosphate + H(+)', 'CHEBI:29985 + CHEBI:30616 + CHEBI:15377 = CHEBI:29985 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	4.08e-56	39.024
P48243	3.A.1.3.9	P32721	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-glutamate + ATP + H2O = L-glutamate + ADP + phosphate + H(+)', 'CHEBI:29985 + CHEBI:30616 + CHEBI:15377 = CHEBI:29985 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	5.08e-27	30.415
P48243	3.A.1.3.9	P09833	[('glutamate(2-)  + ATP = glutamate(2-)  + ADP + Pi', 'CHEBI:29987 + CHEBI:15422 = CHEBI:29987 + CHEBI:16761 + CHEBI:18367'), ('a polar amino acid + ATP + H2O = a polar amino acid + ADP + phosphate + H(+)', 'CHEBI:62031 + CHEBI:30616 + CHEBI:15377 = CHEBI:62031 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378'), ('L-glutamate + ATP + H2O = L-glutamate + ADP + phosphate + H(+)', 'CHEBI:29985 + CHEBI:30616 + CHEBI:15377 = CHEBI:29985 + CHEBI:456216 + CHEBI:43474 + CHEBI:15378')]	5.04e-28	34.826
