Reaction ID	Name	Subsystem	Reaction (IDs)	Reaction (Names)	Reaction (CHEBI)	Substrates (BiGG)	Genes	UIDs
PLIPA2E161pp	Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)	Glycerophospholipid Metabolism	1.0 h2o_p + 1.0 pe161_p = 1.0 1agpe161_p + 1.0 h_p + 1.0 hdcea_p	1.0 H2O H2O + 1.0 Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) = 1.0 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) + 1.0 H+ + 1.0 Hexadecenoate (n-C16:1)	1.0 CHEBI:13352 + 1.0 Unknown = 1.0 Unknown + 1.0 CHEBI:5584 + 1.0 Unknown	{'hdcea', '1agpe161', 'h2o', 'pe161', 'h'}	pldA	P0A921
PLIPA2E180pp	Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)	Glycerophospholipid Metabolism	1.0 h2o_p + 1.0 pe180_p = 1.0 1agpe180_p + 1.0 h_p + 1.0 ocdca_p	1.0 H2O H2O + 1.0 Phosphatidylethanolamine (dioctadecanoyl, n-C18:0) = 1.0 1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) + 1.0 H+ + 1.0 Octadecanoate (n-C18:0)	1.0 CHEBI:13352 + 1.0 CHEBI:47765 = 1.0 CHEBI:75036 + 1.0 CHEBI:5584 + 1.0 CHEBI:25631	{'pe180', '1agpe180', 'h2o', 'ocdca', 'h'}	pldA	P0A921
FRULYSE	Fructoselysine 3-epimerase	Alternate Carbon Metabolism	1.0 psclys_c = 1.0 frulys_c	1.0 Psicoselysine = 1.0 Fructoselysine	1.0 CHEBI:61403 = 1.0 CHEBI:24109	{'psclys', 'frulys'}	frlC	P45541
EX_LalaDgluMdap_e	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate exchange	Extracellular exchange	1.0 LalaDgluMdap_e = 	1.0 L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate = 	1.0 Unknown = 	{'LalaDgluMdap'}	Unknown	Unknown
EX_psclys_e	Psicoselysine exchange	Extracellular exchange	1.0 psclys_e = 	1.0 Psicoselysine = 	1.0 CHEBI:61403 = 	{'psclys'}	Unknown	Unknown
PLIPA2G120pp	Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)	Glycerophospholipid Metabolism	1.0 h2o_p + 1.0 pg120_p = 1.0 1agpg120_p + 1.0 ddca_p + 1.0 h_p	1.0 H2O H2O + 1.0 Phosphatidylglycerol (didodecanoyl, n-C12:0) = 1.0 1-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) + 1.0 Dodecanoate (n-C12:0) + 1.0 H+	1.0 CHEBI:13352 + 1.0 Unknown = 1.0 Unknown + 1.0 Unknown + 1.0 CHEBI:5584	{'h2o', 'pg120', 'ddca', '1agpg120', 'h'}	pldA	P0A921
PLIPA2G180pp	Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)	Glycerophospholipid Metabolism	1.0 h2o_p + 1.0 pg180_p = 1.0 1agpg180_p + 1.0 h_p + 1.0 ocdca_p	1.0 H2O H2O + 1.0 Phosphatidylglycerol (dioctadecanoyl, n-C18:0) = 1.0 1-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) + 1.0 H+ + 1.0 Octadecanoate (n-C18:0)	1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:73091 + 1.0 CHEBI:5584 + 1.0 CHEBI:25631	{'1agpg180', 'pg180', 'h2o', 'ocdca', 'h'}	pldA	P0A921
LPLIPAL1A161pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)	Glycerophospholipid Metabolism	1.0 1hdec9eg3p_p + 1.0 h2o_p = 1.0 glyc3p_p + 1.0 h_p + 1.0 hdcea_p	1.0 1-hexadec-9-enoyl-sn-glycerol 3-phosphate + 1.0 H2O H2O = 1.0 Glycerol 3-phosphate + 1.0 H+ + 1.0 Hexadecenoate (n-C16:1)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:12843 + 1.0 CHEBI:5584 + 1.0 Unknown	{'hdcea', 'h2o', '1hdec9eg3p', 'glyc3p', 'h'}	tesA	P0ADA1
LPLIPAL1A160pp	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)	Glycerophospholipid Metabolism	1.0 1hdecg3p_p + 1.0 h2o_p = 1.0 glyc3p_p + 1.0 h_p + 1.0 hdca_p	1.0 1-hexadecanoyl-sn-glycerol 3-phosphate + 1.0 H2O H2O = 1.0 Glycerol 3-phosphate + 1.0 H+ + 1.0 Hexadecanoate (n-C16:0)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:12843 + 1.0 CHEBI:5584 + 1.0 CHEBI:7896	{'hdca', 'h2o', 'glyc3p', '1hdecg3p', 'h'}	tesA	P0ADA1
OXCDC	Oxalyl-CoA decarboxylase	Alternate Carbon Metabolism	1.0 h_c + 1.0 oxalcoa_c = 1.0 co2_c + 1.0 forcoa_c	1.0 H+ + 1.0 Oxalyl-CoA = 1.0 CO2 CO2 + 1.0 Formyl-CoA(4-)	1.0 CHEBI:5584 + 1.0 CHEBI:14707 = 1.0 CHEBI:23011 + 1.0 CHEBI:5150	{'oxalcoa', 'h', 'forcoa', 'co2'}	oxc	P0AFI0
LPLIPAL2A140	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)	Glycerophospholipid Metabolism	1.0 2tdecg3p_c + 1.0 h2o_c = 1.0 glyc3p_c + 2.0 h_c + 1.0 ttdca_c	1.0 2-tetradecanoyl-sn-glycerol 3-phosphate + 1.0 H2O H2O = 1.0 Glycerol 3-phosphate + 2.0 H+ + 1.0 Tetradecanoate (n-C14:0)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:12843 + 2.0 CHEBI:5584 + 1.0 Unknown	{'ttdca', 'h2o', 'glyc3p', '2tdecg3p', 'h'}	pldB	P07000
LPLIPAL2A160	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)	Glycerophospholipid Metabolism	1.0 2hdecg3p_c + 1.0 h2o_c = 1.0 glyc3p_c + 2.0 h_c + 1.0 hdca_c	1.0 2-hexadecanoyl-sn-glycerol 3-phosphate + 1.0 H2O H2O = 1.0 Glycerol 3-phosphate + 2.0 H+ + 1.0 Hexadecanoate (n-C16:0)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:12843 + 2.0 CHEBI:5584 + 1.0 CHEBI:7896	{'2hdecg3p', 'hdca', 'h2o', 'glyc3p', 'h'}	pldB	P07000
LPLIPAL2A161	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)	Glycerophospholipid Metabolism	1.0 2hdec9eg3p_c + 1.0 h2o_c = 1.0 glyc3p_c + 2.0 h_c + 1.0 hdcea_c	1.0 2-hexadec-9-enoyl-sn-glycerol 3-phosphate + 1.0 H2O H2O = 1.0 Glycerol 3-phosphate + 2.0 H+ + 1.0 Hexadecenoate (n-C16:1)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:12843 + 2.0 CHEBI:5584 + 1.0 Unknown	{'hdcea', 'h2o', 'glyc3p', '2hdec9eg3p', 'h'}	pldB	P07000
LPLIPAL2A180	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)	Glycerophospholipid Metabolism	1.0 2odecg3p_c + 1.0 h2o_c = 1.0 glyc3p_c + 2.0 h_c + 1.0 ocdca_c	1.0 2-octadecanoyl-sn-glycerol 3-phosphate + 1.0 H2O H2O = 1.0 Glycerol 3-phosphate + 2.0 H+ + 1.0 Octadecanoate (n-C18:0)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:12843 + 2.0 CHEBI:5584 + 1.0 CHEBI:25631	{'2odecg3p', 'h2o', 'glyc3p', 'ocdca', 'h'}	pldB	P07000
EX_anhgm_e	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid exchange	Extracellular exchange	1.0 anhgm_e = 	1.0 N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid = 	1.0 Unknown = 	{'anhgm'}	Unknown	Unknown
LPLIPAL2A181	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)	Glycerophospholipid Metabolism	1.0 2odec11eg3p_c + 1.0 h2o_c = 1.0 glyc3p_c + 2.0 h_c + 1.0 ocdcea_c	1.0 2-octadec-11-enoyl-sn-glycerol 3-phosphate + 1.0 H2O H2O = 1.0 Glycerol 3-phosphate + 2.0 H+ + 1.0 Octadecenoate (n-C18:1)	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:12843 + 2.0 CHEBI:5584 + 1.0 CHEBI:30823	{'2odec11eg3p', 'ocdcea', 'h2o', 'glyc3p', 'h'}	pldB	P07000
DM_aacald_c	Sink needed to allow aminoacetaldehyde to leave system	Intracellular demand	1.0 aacald_c = 	1.0 Aminoacetaldehyde = 	1.0 CHEBI:58213 = 	{'aacald'}	Unknown	Unknown
UM3PL	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	Murein Recycling	1.0 LalaDgluMdap_c + 1.0 atp_c + 1.0 uamr_c = 1.0 adp_c + 1.0 h_c + 1.0 pi_c + 1.0 ugmd_c	1.0 L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + 1.0 ATP C10H12N5O13P3 + 1.0 UDP-N-acetylmuramate = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphate + 1.0 UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	1.0 Unknown + 1.0 CHEBI:15422 + 1.0 CHEBI:70757 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078 + 1.0 CHEBI:9831	{'atp', 'adp', 'uamr', 'LalaDgluMdap', 'pi', 'ugmd', 'h'}	mpl	P37773
GALCTLO	L-galactonate oxidoreductase	Alternate Carbon Metabolism	1.0 galctn__L_c + 1.0 nad_c = 1.0 h_c + 1.0 nadh_c + 1.0 tagur_c	1.0 L-Galactonate + 1.0 Nicotinamide adenine dinucleotide = 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide - reduced + 1.0 D-Tagaturonate	1.0 CHEBI:37425 + 1.0 CHEBI:7422 = 1.0 CHEBI:5584 + 1.0 CHEBI:13395 + 1.0 CHEBI:58493	{'tagur', 'galctn__L', 'nad', 'nadh', 'h'}	lgoD	P39400
EX_ppal_e	Propanal exchange	Extracellular exchange	1.0 ppal_e = 	1.0 Propanal = 	1.0 CHEBI:45052 = 	{'ppal'}	Unknown	Unknown
POR5	Pyruvate synthase	Pyruvate Metabolism	1.0 coa_c + 2.0 flxso_c + 1.0 pyr_c = 1.0 accoa_c + 1.0 co2_c + 2.0 flxr_c + 1.0 h_c	1.0 Coenzyme A + 2.0 Flavodoxin semi oxidized + 1.0 Pyruvate = 1.0 Acetyl-CoA + 1.0 CO2 CO2 + 2.0 Flavodoxin reduced + 1.0 H+	1.0 CHEBI:41631 + 2.0 Unknown + 1.0 CHEBI:26462 = 1.0 CHEBI:57288 + 1.0 CHEBI:23011 + 2.0 Unknown + 1.0 CHEBI:5584	{'flxso', 'coa', 'accoa', 'co2', 'pyr', 'flxr', 'h'}	pfo, fldA, pfo, fldB	P52647, P61949, P0ABY4
HACD8	3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal	Membrane Lipid Metabolism	1.0 3ohodcoa_c + 1.0 h_c + 1.0 nadh_c = 1.0 3hodcoa_c + 1.0 nad_c	1.0 3-Oxooctadecanoyl-CoA + 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide - reduced = 1.0 (S)-3-Hydroxyoctadecanoyl-CoA + 1.0 Nicotinamide adenine dinucleotide	1.0 CHEBI:50571 + 1.0 CHEBI:5584 + 1.0 CHEBI:13395 = 1.0 CHEBI:87561 + 1.0 CHEBI:7422	{'3ohodcoa', '3hodcoa', 'nad', 'nadh', 'h'}	fadB, fadJ	P21177, P77399
CTECOAI8	3-cis-2-trans-enoyl-CoA isomerase	Membrane Lipid Metabolism	1.0 odecoa_c = 1.0 od2coa_c	1.0 Octadecenoyl-CoA (n-C18:1CoA) = 1.0 Trans-Octadec-2-enoyl-CoA	1.0 Unknown = 1.0 CHEBI:50570	{'odecoa', 'od2coa'}	fadB	P21177
CTECOAI6	3-cis-2-trans-enoyl-CoA isomerase	Membrane Lipid Metabolism	1.0 tdecoa_c = 1.0 td2coa_c	1.0 Tetradecenoyl-CoA (n-C14:1CoA) = 1.0 Trans-Tetradec-2-enoyl-CoA	1.0 Unknown = 1.0 CHEBI:10734	{'td2coa', 'tdecoa'}	fadB	P21177
MTHTHFSs	(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran synthesis (spontaneous)	Methionine Metabolism	1.0 h2o_c + 1.0 mdhdhf_c = 1.0 mththf_c	1.0 H2O H2O + 1.0 (2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one = 1.0 (2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran	1.0 CHEBI:13352 + 1.0 CHEBI:71316 = 1.0 CHEBI:44800	{'mdhdhf', 'mththf', 'h2o'}		Unknown
EX_slnt_e	Selenite exchange	Extracellular exchange	1.0 slnt_e = 	1.0 Selenite = 	1.0 CHEBI:18212 = 	{'slnt'}	Unknown	Unknown
MALCOAMT	Malonyl-CoA methyltransferase	Cofactor and Prosthetic Group Biosynthesis	1.0 amet_c + 1.0 malcoa_c = 1.0 ahcys_c + 1.0 malcoame_c	1.0 S-Adenosyl-L-methionine + 1.0 Malonyl CoA C24H33N7O19P3S = 1.0 S-Adenosyl-L-homocysteine + 1.0 Malonyl-CoA methyl ester	1.0 CHEBI:33442 + 1.0 CHEBI:25135 = 1.0 CHEBI:12741 + 1.0 CHEBI:71244	{'amet', 'malcoame', 'malcoa', 'ahcys'}	bioC	P12999
THRA	Threonine aldolase	Threonine and Lysine Metabolism	1.0 thr__L_c = 1.0 acald_c + 1.0 gly_c	1.0 L-Threonine = 1.0 Acetaldehyde + 1.0 Glycine	1.0 CHEBI:16857 = 1.0 CHEBI:40533 + 1.0 CHEBI:32508	{'thr__L', 'acald', 'gly'}	glyA, ltaE	P0A825, P75823
OGMEACPS	3-Oxo-glutaryl-[ACP] methyl ester synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 h_c + 1.0 malACP_c + 1.0 malcoame_c = 1.0 co2_c + 1.0 coa_c + 1.0 ogmeACP_c	1.0 H+ + 1.0 Malonyl-[acyl-carrier protein] + 1.0 Malonyl-CoA methyl ester = 1.0 CO2 CO2 + 1.0 Coenzyme A + 1.0 3-Oxo-glutaryl-[acyl-carrier protein] methyl ester	1.0 CHEBI:5584 + 1.0 CHEBI:6662 + 1.0 CHEBI:71244 = 1.0 CHEBI:23011 + 1.0 CHEBI:41631 + 1.0 Unknown	{'malACP', 'malcoame', 'coa', 'co2', 'ogmeACP', 'h'}	fabH	P0A6R0
OGMEACPR	3-Oxo-glutaryl-[ACP] methyl ester reductase	Cofactor and Prosthetic Group Biosynthesis	1.0 h_c + 1.0 nadph_c + 1.0 ogmeACP_c = 1.0 hgmeACP_c + 1.0 nadp_c	1.0 H+ + 1.0 Nicotinamide adenine dinucleotide phosphate - reduced + 1.0 3-Oxo-glutaryl-[acyl-carrier protein] methyl ester = 1.0 3-Hydroxyglutaryl-[acyl-carrier protein] methyl ester + 1.0 Nicotinamide adenine dinucleotide phosphate	1.0 CHEBI:5584 + 1.0 CHEBI:16474 + 1.0 Unknown = 1.0 Unknown + 1.0 CHEBI:29868	{'nadp', 'nadph', 'ogmeACP', 'hgmeACP', 'h'}	fabG	P0AEK2
OPMEACPS	3-Oxo-pimeloyl-[ACP] methyl ester synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 gmeACP_c + 1.0 h_c + 1.0 malACP_c = 1.0 ACP_c + 1.0 co2_c + 1.0 opmeACP_c	1.0 Glutaryl-[acyl-carrier protein] methyl ester + 1.0 H+ + 1.0 Malonyl-[acyl-carrier protein] = 1.0 Acyl carrier protein + 1.0 CO2 CO2 + 1.0 3-Oxo-pimeloyl-[acyl-carrier protein] methyl ester	1.0 Unknown + 1.0 CHEBI:5584 + 1.0 CHEBI:6662 = 1.0 CHEBI:14405 + 1.0 CHEBI:23011 + 1.0 Unknown	{'malACP', 'opmeACP', 'ACP', 'co2', 'gmeACP', 'h'}	fabB	P0A953
LIPAabctex	Lipid A transport via ABC system (periplasm to extracellular)	Lipopolysaccharide Biosynthesis / Recycling	1.0 atp_c + 1.0 h2o_c + 1.0 lipa_p = 1.0 adp_c + 1.0 h_c + 1.0 lipa_e + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 KDO(2)-lipid (A) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 KDO(2)-lipid (A) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:27963 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:27963 + 1.0 CHEBI:26078	{'atp', 'h', 'adp', 'h2o', 'pi', 'lipa'}	lptG, lptF, lptC, lptB, lptA, lptD, lptE	P0ADC6, P0AF98, P0ADV9, P0A9V1, P0ADV1, P31554, P0ADC1
DGUNC	Diguanylate cyclase	Nucleotide Salvage Pathway	2.0 gtp_c = 1.0 cdigmp_c + 2.0 ppi_c	2.0 GTP C10H12N5O14P3 = 1.0 Cyclic diguanosine monophosphate + 2.0 Diphosphate	2.0 CHEBI:37565 = 1.0 Unknown + 2.0 CHEBI:45212	{'gtp', 'cdigmp', 'ppi'}	ydaM, yeaP, dgcZ, ycdT, dosC	P77302, P76245, P31129, P75908, P0AA89
XYLK2	L-xylulokinase	Alternate Carbon Metabolism	1.0 atp_c + 1.0 xylu__L_c = 1.0 adp_c + 1.0 h_c + 1.0 xu5p__L_c	1.0 ATP C10H12N5O13P3 + 1.0 L-Xylulose = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 L-Xylulose 5-phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13190 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:21427	{'atp', 'adp', 'xu5p__L', 'xylu__L', 'h'}	araB, lyxK	P08204, P37677
GLDBRAN2	Glycogen debranching enzyme (bglycogen -> glycogen)	Glycolysis/Gluconeogenesis	1.0 bglycogen_c = 1.0 glycogen_c	1.0 Branching glycogen = 1.0 Glycogen C6H10O5	1.0 Unknown = 1.0 CHEBI:24379	{'glycogen', 'bglycogen'}	glgX	P15067
S2FE2SR	SUF [2Fe-2S] regeneration	Cofactor and Prosthetic Group Biosynthesis	1.0 2fe1s_c + 1.0 atp_c + 1.0 h2o_c + 1.0 sufbcd_c + 1.0 sufsesh_c = 1.0 adp_c + 5.0 h_c + 1.0 pi_c + 1.0 sufbcd_2fe2s_c + 1.0 sufse_c	1.0 [2Fe-1S] desulfurated iron-sulfur cluster + 1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 SufBCD scaffold complex + 1.0 SufSE with bound sulfur = 1.0 ADP C10H12N5O10P2 + 5.0 H+ + 1.0 Phosphate + 1.0 SufBCD with bound [2Fe-2S] cluster + 1.0 SufSE sulfur acceptor complex	1.0 Unknown + 1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown + 1.0 Unknown = 1.0 CHEBI:2342 + 5.0 CHEBI:5584 + 1.0 CHEBI:26078 + 1.0 Unknown + 1.0 Unknown	{'atp', 'sufbcd', '2fe1s', 'adp', 'h2o', 'sufse', 'sufsesh', 'pi', 'sufbcd_2fe2s', 'h'}	sufS, sufE, sufC, sufD, sufB	P77444, P76194, P77499, P77689, P77522
CDGUNPD	3,5-cyclic-nucleotide phosphodiesterase	Alternate Carbon Metabolism	1.0 cdigmp_c + 1.0 h2o_c = 1.0 5pg35pg_c + 1.0 h_c	1.0 Cyclic diguanosine monophosphate + 1.0 H2O H2O = 1.0 5-Phosphoguanylyl(3->5)guanosine + 1.0 H+	1.0 Unknown + 1.0 CHEBI:13352 = 1.0 CHEBI:48622 + 1.0 CHEBI:5584	{'5pg35pg', 'h', 'cdigmp', 'h2o'}	yfgF, dosP, yhjH, gmr, yahA	P77172, P76129, P37646, P77334, P21514
ACACT8r	Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)	Membrane Lipid Metabolism	1.0 3ohodcoa_c + 1.0 coa_c = 1.0 accoa_c + 1.0 pmtcoa_c	1.0 3-Oxooctadecanoyl-CoA + 1.0 Coenzyme A = 1.0 Acetyl-CoA + 1.0 Palmitoyl-CoA (n-C16:0CoA)	1.0 CHEBI:50571 + 1.0 CHEBI:41631 = 1.0 CHEBI:57288 + 1.0 CHEBI:14397	{'3ohodcoa', 'pmtcoa', 'coa', 'accoa'}	fadI, fadA	P76503, P21151
CTECOAI7	3-cis-2-trans-enoyl-CoA isomerase	Membrane Lipid Metabolism	1.0 hdcoa_c = 1.0 hdd2coa_c	1.0 Hexadecenoyl-CoA (n-C16:1CoA) = 1.0 Trans-Hexadec-2-enoyl-CoA	1.0 Unknown = 1.0 CHEBI:27047	{'hdd2coa', 'hdcoa'}	fadB	P21177
CLIPAabctex	Cold lipid A transport via ABC system (periplasm to extracellular)	Lipopolysaccharide Biosynthesis / Recycling	1.0 atp_c + 1.0 h2o_c + 1.0 lipa_cold_p = 1.0 adp_c + 1.0 h_c + 1.0 lipa_cold_e + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Cold adapted KDO(2)-lipid (A) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Cold adapted KDO(2)-lipid (A) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:61556 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:61556 + 1.0 CHEBI:26078	{'atp', 'adp', 'h2o', 'pi', 'lipa_cold', 'h'}	lptG, lptF, lptC, lptB, lptA, lptD, lptE	P0ADC6, P0AF98, P0ADV9, P0A9V1, P0ADV1, P31554, P0ADC1
3AMACHYD	3-aminoacrylate hydrolase	Nucleotide Salvage Pathway	1.0 3amac_c + 1.0 h2o_c + 1.0 h_c = 1.0 msa_c + 1.0 nh4_c	1.0 3-Aminoacrylate + 1.0 H2O H2O + 1.0 H+ = 1.0 Malonate semialdehyde + 1.0 Ammonium	1.0 CHEBI:59894 + 1.0 CHEBI:13352 + 1.0 CHEBI:5584 = 1.0 CHEBI:33190 + 1.0 CHEBI:44284	{'nh4', 'h2o', 'msa', '3amac', 'h'}	rutD	P75895
K2L4Aabctex	KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular)	Lipopolysaccharide Biosynthesis / Recycling	1.0 atp_c + 1.0 h2o_c + 1.0 kdo2lipid4_p = 1.0 adp_c + 1.0 h_c + 1.0 kdo2lipid4_e + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 KDO(2)-lipid IV(A) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 KDO(2)-lipid IV(A) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:28526 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:28526 + 1.0 CHEBI:26078	{'atp', 'adp', 'kdo2lipid4', 'h2o', 'pi', 'h'}	lptG, lptF, lptC, lptB, lptA, lptD, lptE	P0ADC6, P0AF98, P0ADV9, P0A9V1, P0ADV1, P31554, P0ADC1
FDH4pp	Formate dehydrogenase (quinone-8) (periplasm)	Oxidative Phosphorylation	1.0 for_p + 2.0 h_c + 1.0 q8_c = 1.0 co2_p + 1.0 h_p + 1.0 q8h2_c	1.0 Formate + 2.0 H+ + 1.0 Ubiquinone-8 = 1.0 CO2 CO2 + 1.0 H+ + 1.0 Ubiquinol-8	1.0 CHEBI:24081 + 2.0 CHEBI:5584 + 1.0 CHEBI:61683 = 1.0 CHEBI:23011 + 1.0 CHEBI:5584 + 1.0 CHEBI:61682	{'for', 'q8', 'co2', 'q8h2', 'h'}	fdoH, fdoG, fdoI, fdnG, fdnI, fdnH	P0AAJ5, P32176, P0AEL0, P24183, P0AEK7, P0AAJ3
FDH5pp	Formate Dehydrogenase (menaquinone-8) (periplasm)	Oxidative Phosphorylation	1.0 for_p + 2.0 h_c + 1.0 mqn8_c = 1.0 co2_p + 1.0 h_p + 1.0 mql8_c	1.0 Formate + 2.0 H+ + 1.0 Menaquinone 8 = 1.0 CO2 CO2 + 1.0 H+ + 1.0 Menaquinol 8	1.0 CHEBI:24081 + 2.0 CHEBI:5584 + 1.0 CHEBI:44027 = 1.0 CHEBI:23011 + 1.0 CHEBI:5584 + 1.0 CHEBI:61684	{'for', 'mqn8', 'co2', 'mql8', 'h'}	fdnG, fdnI, fdnH, fdoH, fdoG, fdoI	P24183, P0AEK7, P0AAJ3, P0AAJ5, P32176, P0AEL0
ACPPAT140	Acyl-(acyl carrier protein):phosphate acyltransferase (C14:0)	Glycerophospholipid Metabolism	1.0 h_c + 1.0 myrsACP_c + 1.0 pi_c = 1.0 ACP_c + 1.0 ttdcap_c	1.0 H+ + 1.0 Myristoyl-ACP (n-C14:0ACP) + 1.0 Phosphate = 1.0 Acyl carrier protein + 1.0 Tetradecanoyl-phosphate (n-C14:0)	1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078 = 1.0 CHEBI:14405 + 1.0 Unknown	{'ttdcap', 'myrsACP', 'ACP', 'pi', 'h'}	acpP, plsX	P0A6A8, P27247
APG3PAT140	Acyl-phosphate:glycerol-3-phosphate acyltransferase (C14:0)	Glycerophospholipid Metabolism	1.0 glyc3p_c + 1.0 ttdcap_c = 1.0 1tdecg3p_c + 1.0 h_c + 1.0 pi_c	1.0 Glycerol 3-phosphate + 1.0 Tetradecanoyl-phosphate (n-C14:0) = 1.0 1-tetradecanoyl-sn-glycerol 3-phosphate + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:12843 + 1.0 Unknown = 1.0 CHEBI:62833 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'ttdcap', 'pi', 'glyc3p', '1tdecg3p', 'h'}	plsY	P60782
LDGUNPD	Linear diguanylate phosphodiesterase	Nucleotide Salvage Pathway	1.0 5pg35pg_c + 1.0 h2o_c = 2.0 gmp_c + 1.0 h_c	1.0 5-Phosphoguanylyl(3->5)guanosine + 1.0 H2O H2O = 2.0 GMP C10H12N5O8P + 1.0 H+	1.0 CHEBI:48622 + 1.0 CHEBI:13352 = 2.0 CHEBI:24449 + 1.0 CHEBI:5584	{'5pg35pg', 'h', 'gmp', 'h2o'}	gmr	P77334
MPTAT	Molybdopterin adenylyltransferase	Cofactor and Prosthetic Group Biosynthesis	1.0 atp_c + 1.0 h_c + 1.0 mpt_c = 1.0 mptamp_c + 1.0 ppi_c	1.0 ATP C10H12N5O13P3 + 1.0 H+ + 1.0 Molybdopterin = 1.0 Adenylated molybdopterin + 1.0 Diphosphate	1.0 CHEBI:15422 + 1.0 CHEBI:5584 + 1.0 CHEBI:58698 = 1.0 CHEBI:62728 + 1.0 CHEBI:45212	{'atp', 'ppi', 'mptamp', 'mpt', 'h'}	mog	P0AF03
