Reaction ID	Name	Subsystem	Reaction (IDs)	Reaction (Names)	Reaction (CHEBI)	Substrates (BiGG)	Genes	UIDs
12DGR140tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:0)	Transport, Inner Membrane	1.0 12dgr140_p = 1.0 12dgr140_c	1.0 1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0) = 1.0 1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)	1.0 Unknown = 1.0 Unknown	{'12dgr140'}	Unknown	Unknown
PG180abcpp	Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pg180_c = 1.0 adp_c + 1.0 h_c + 1.0 pg180_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylglycerol (dioctadecanoyl, n-C18:0) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylglycerol (dioctadecanoyl, n-C18:0) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'pg180', 'h2o', 'adp'}	msbA	P60752
12DGR160tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:0)	Transport, Inner Membrane	1.0 12dgr160_p = 1.0 12dgr160_c	1.0 1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0) = 1.0 1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)	1.0 Unknown = 1.0 Unknown	{'12dgr160'}	Unknown	Unknown
PG181abcpp	Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pg181_c = 1.0 adp_c + 1.0 h_c + 1.0 pg181_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'pg181', 'h2o', 'adp'}	msbA	P60752
PGP141abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pgp141_c = 1.0 adp_c + 1.0 h_c + 1.0 pgp141_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'pgp141', 'h2o', 'adp'}	msbA	P60752
PGP160abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pgp160_c = 1.0 adp_c + 1.0 h_c + 1.0 pgp160_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'h2o', 'adp', 'pgp160'}	msbA	P60752
12DGR180tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:0)	Transport, Inner Membrane	1.0 12dgr180_p = 1.0 12dgr180_c	1.0 1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0) = 1.0 1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)	1.0 Unknown = 1.0 Unknown	{'12dgr180'}	Unknown	Unknown
PGP180abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pgp180_c = 1.0 adp_c + 1.0 h_c + 1.0 pgp180_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'pgp180', 'atp', 'pi', 'h', 'h2o', 'adp'}	msbA	P60752
PA140abcpp	Phosphatidate transport via ABC system (n-C14:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pa140_c = 1.0 adp_c + 1.0 h_c + 1.0 pa140_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 1,2-ditetradecanoyl-sn-glycerol 3-phosphate = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 1,2-ditetradecanoyl-sn-glycerol 3-phosphate + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:84266 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:84266 + 1.0 CHEBI:26078	{'pa140', 'atp', 'pi', 'h', 'h2o', 'adp'}	msbA	P60752
12DGR120tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C12:0)	Transport, Inner Membrane	1.0 12dgr120_p = 1.0 12dgr120_c	1.0 1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0) = 1.0 1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)	1.0 Unknown = 1.0 Unknown	{'12dgr120'}	Unknown	Unknown
PG120abcpp	Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pg120_c = 1.0 adp_c + 1.0 h_c + 1.0 pg120_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylglycerol (didodecanoyl, n-C12:0) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylglycerol (didodecanoyl, n-C12:0) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'pg120', 'h', 'h2o', 'adp'}	msbA	P60752
PE140abcpp	Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pe140_c = 1.0 adp_c + 1.0 h_c + 1.0 pe140_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylethanolamine (ditetradecanoyl, n-C14:0) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylethanolamine (ditetradecanoyl, n-C14:0) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'pe140', 'h2o', 'adp'}	msbA	P60752
2AGPE140tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpe140_p = 1.0 2agpe140_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) = 1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0)	1.0 Unknown = 1.0 Unknown	{'2agpe140'}	lplT	P39196
2AGPE160tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpe160_p = 1.0 2agpe160_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) = 1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0)	1.0 CHEBI:131743 = 1.0 CHEBI:131743	{'2agpe160'}	lplT	P39196
2AGPE180tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpe180_p = 1.0 2agpe180_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) = 1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0)	1.0 CHEBI:133144 = 1.0 CHEBI:133144	{'2agpe180'}	lplT	P39196
2AGPE141tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpe141_p = 1.0 2agpe141_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) = 1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)	1.0 Unknown = 1.0 Unknown	{'2agpe141'}	lplT	P39196
2AGPE161tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpe161_p = 1.0 2agpe161_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) = 1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)	1.0 Unknown = 1.0 Unknown	{'2agpe161'}	lplT	P39196
2AGPA161tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2hdec9eg3p_p = 1.0 2hdec9eg3p_c	1.0 2-hexadec-9-enoyl-sn-glycerol 3-phosphate = 1.0 2-hexadec-9-enoyl-sn-glycerol 3-phosphate	1.0 Unknown = 1.0 Unknown	{'2hdec9eg3p'}	lplT	P39196
2AGPA181tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2odec11eg3p_p = 1.0 2odec11eg3p_c	1.0 2-octadec-11-enoyl-sn-glycerol 3-phosphate = 1.0 2-octadec-11-enoyl-sn-glycerol 3-phosphate	1.0 Unknown = 1.0 Unknown	{'2odec11eg3p'}	lplT	P39196
2AGPG120tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpg120_p = 1.0 2agpg120_c	1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) = 1.0 2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0)	1.0 Unknown = 1.0 Unknown	{'2agpg120'}	lplT	P39196
PA141abcpp	Phosphatidate transport via ABC system (n-C14:1, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pa141_c = 1.0 adp_c + 1.0 h_c + 1.0 pa141_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'pa141', 'h2o', 'adp'}	msbA	P60752
PA161abcpp	Phosphatidate transport via ABC system (n-C16:1, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pa161_c = 1.0 adp_c + 1.0 h_c + 1.0 pa161_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'pa161', 'h2o', 'adp'}	msbA	P60752
PA180abcpp	Phosphatidate transport via ABC system (n-C18:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pa180_c = 1.0 adp_c + 1.0 h_c + 1.0 pa180_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 1,2-dioctadecanoyl-sn-glycerol 3-phosphate = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 1,2-dioctadecanoyl-sn-glycerol 3-phosphate + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:82921 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:82921 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'pa180', 'h2o', 'adp'}	msbA	P60752
PE120abcpp	Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pe120_c = 1.0 adp_c + 1.0 h_c + 1.0 pe120_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylethanolamine (didodecanoyl, n-C12:0) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylethanolamine (didodecanoyl, n-C12:0) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'pe120', 'atp', 'pi', 'h', 'h2o', 'adp'}	msbA	P60752
PE180abcpp	Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pe180_c = 1.0 adp_c + 1.0 h_c + 1.0 pe180_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylethanolamine (dioctadecanoyl, n-C18:0) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylethanolamine (dioctadecanoyl, n-C18:0) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:47765 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:47765 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'h2o', 'adp', 'pe180'}	msbA	P60752
CGLYtex	L-Cysteinylglycine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 cgly_e = 1.0 cgly_p	1.0 Cys Gly C5H10N2O3S = 1.0 Cys Gly C5H10N2O3S	1.0 CHEBI:61694 = 1.0 CHEBI:61694	{'cgly'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
GTHOXtex	Glutathione (ox) transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 gthox_e = 1.0 gthox_p	1.0 Oxidized glutathione = 1.0 Oxidized glutathione	1.0 CHEBI:42832 = 1.0 CHEBI:42832	{'gthox'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
TDSR1	Thiol:disulfide reductase (DsbC)	Transport, Inner Membrane	1.0 dsbcox_p + 1.0 dsbdrd_c = 1.0 dsbcrd_p + 1.0 dsbdox_c	1.0 Protein disulfide isomerase II (oxidized) + 1.0 Fused thiol:disulfide interchange protein (reduced) = 1.0 Protein disulfide isomerase II (reduced) + 1.0 Fused thiol:disulfide interchange protein (oxidized)	1.0 Unknown + 1.0 Unknown = 1.0 Unknown + 1.0 Unknown	{'dsbdox', 'dsbcox', 'dsbcrd', 'dsbdrd'}	dsbC, dsbD	P0AEG6, P36655
CGLYabcpp	L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 cgly_p + 1.0 h2o_c = 1.0 adp_c + 1.0 cgly_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Cys Gly C5H10N2O3S + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Cys Gly C5H10N2O3S + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:61694 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:61694 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'cgly', 'h2o', 'adp'}	dppA, dppC, dppB, dppF, dppD	P23847, P0AEG1, P0AEF8, P37313, P0AAG0
2AGPE181tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2agpe181_p = 1.0 2agpe181_c	1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) = 1.0 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)	1.0 Unknown = 1.0 Unknown	{'2agpe181'}	lplT	P39196
2AGPA140tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2tdecg3p_p = 1.0 2tdecg3p_c	1.0 2-tetradecanoyl-sn-glycerol 3-phosphate = 1.0 2-tetradecanoyl-sn-glycerol 3-phosphate	1.0 Unknown = 1.0 Unknown	{'2tdecg3p'}	lplT	P39196
2AGPA160tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2hdecg3p_p = 1.0 2hdecg3p_c	1.0 2-hexadecanoyl-sn-glycerol 3-phosphate = 1.0 2-hexadecanoyl-sn-glycerol 3-phosphate	1.0 Unknown = 1.0 Unknown	{'2hdecg3p'}	lplT	P39196
2AGPA180tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2odecg3p_p = 1.0 2odecg3p_c	1.0 2-octadecanoyl-sn-glycerol 3-phosphate = 1.0 2-octadecanoyl-sn-glycerol 3-phosphate	1.0 Unknown = 1.0 Unknown	{'2odecg3p'}	lplT	P39196
2AGPA141tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm)	Transport, Inner Membrane	1.0 2tdec7eg3p_p = 1.0 2tdec7eg3p_c	1.0 2-tetradec-7-enoyl-sn-glycerol 3-phosphate = 1.0 2-tetradec-7-enoyl-sn-glycerol 3-phosphate	1.0 Unknown = 1.0 Unknown	{'2tdec7eg3p'}	lplT	P39196
PE181abcpp	Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 pe181_c = 1.0 adp_c + 1.0 h_c + 1.0 pe181_p + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1) = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1) + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 Unknown = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 Unknown + 1.0 CHEBI:26078	{'pe181', 'atp', 'pi', 'h', 'h2o', 'adp'}	msbA	P60752
12DGR161tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:1)	Transport, Inner Membrane	1.0 12dgr161_p = 1.0 12dgr161_c	1.0 1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1) = 1.0 1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)	1.0 Unknown = 1.0 Unknown	{'12dgr161'}	Unknown	Unknown
12DGR181tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:1)	Transport, Inner Membrane	1.0 12dgr181_p = 1.0 12dgr181_c	1.0 1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1) = 1.0 1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)	1.0 Unknown = 1.0 Unknown	{'12dgr181'}	Unknown	Unknown
TDSR2	Thiol:disulfide reductase (DsbG)	Transport, Inner Membrane	1.0 dsbdrd_c + 1.0 dsbgox_p = 1.0 dsbdox_c + 1.0 dsbgrd_p	1.0 Fused thiol:disulfide interchange protein (reduced) + 1.0 Periplasmic disulfide isomerase/thiol-disulphide oxidase (oxidized) = 1.0 Fused thiol:disulfide interchange protein (oxidized) + 1.0 Periplasmic disulfide isomerase/thiol-disulphide oxidase (reduced)	1.0 Unknown + 1.0 Unknown = 1.0 Unknown + 1.0 Unknown	{'dsbgox', 'dsbdox', 'dsbdrd', 'dsbgrd'}	dsbG, dsbD	P77202, P36655
GTHRDtex	Glutathione transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 gthrd_e = 1.0 gthrd_p	1.0 Reduced glutathione = 1.0 Reduced glutathione	1.0 CHEBI:43049 = 1.0 CHEBI:43049	{'gthrd'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
GTHRDabc2pp	Glutathione export via ABC system (cytoplasm to periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 gthrd_c + 1.0 h2o_c = 1.0 adp_c + 1.0 gthrd_p + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Reduced glutathione + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 Reduced glutathione + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:43049 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:43049 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'gthrd', 'h2o', 'adp'}	cydC, cydD	P23886, P29018
ZN2tpp	Zinc transport in via permease (no H+)	Inorganic Ion Transport and Metabolism	1.0 zn2_p = 1.0 zn2_c	1.0 Zinc = 1.0 Zinc	1.0 CHEBI:49982 = 1.0 CHEBI:49982	{'zn2'}	zupT	P0A8H3
NI2tpp	Nickel (+2) transport in via permease (no H+)	Inorganic Ion Transport and Metabolism	1.0 ni2_p = 1.0 ni2_c	1.0 Nickel = 1.0 Nickel	1.0 CHEBI:25517 = 1.0 CHEBI:25517	{'ni2'}	corA	P0ABI4
COBALT2t3pp	Cobalt (Co+2) transport out via proton antiport (periplasm)	Inorganic Ion Transport and Metabolism	1.0 cobalt2_c + 1.0 h_p = 1.0 cobalt2_p + 1.0 h_c	1.0 Co2+ + 1.0 H+ = 1.0 Co2+ + 1.0 H+	1.0 CHEBI:48828 + 1.0 CHEBI:5584 = 1.0 CHEBI:48828 + 1.0 CHEBI:5584	{'cobalt2', 'h'}	zitB, fieF	P75757, P69380
23DAPPAt2pp	2,3-diaminopropionate transport in via proton symport	Transport, Inner Membrane	1.0 23dappa_p + 1.0 h_p = 1.0 23dappa_c + 1.0 h_c	1.0 2,3-diaminopropionate + 1.0 H+ = 1.0 2,3-diaminopropionate + 1.0 H+	1.0 CHEBI:19309 + 1.0 CHEBI:5584 = 1.0 CHEBI:19309 + 1.0 CHEBI:5584	{'h', '23dappa'}	Unknown	Unknown
CAt6pp	Calcium / sodium antiporter (1:1)	Inorganic Ion Transport and Metabolism	1.0 ca2_c + 1.0 na1_p = 1.0 ca2_p + 1.0 na1_c	1.0 Calcium + 1.0 Sodium = 1.0 Calcium + 1.0 Sodium	1.0 CHEBI:29108 + 1.0 CHEBI:9175 = 1.0 CHEBI:29108 + 1.0 CHEBI:9175	{'ca2', 'na1'}	yrbG	P45394
GLYBt2pp	Glycine betaine transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 glyb_p + 1.0 h_p = 1.0 glyb_c + 1.0 h_c	1.0 Glycine betaine + 1.0 H+ = 1.0 Glycine betaine + 1.0 H+	1.0 CHEBI:27128 + 1.0 CHEBI:5584 = 1.0 CHEBI:27128 + 1.0 CHEBI:5584	{'glyb', 'h'}	yeaV, proP	P0ABD1, P0C0L7
5DGLCNt2rpp	5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)	Transport, Inner Membrane	1.0 5dglcn_p + 1.0 h_p = 1.0 5dglcn_c + 1.0 h_c	1.0 5-Dehydro-D-gluconate + 1.0 H+ = 1.0 5-Dehydro-D-gluconate + 1.0 H+	1.0 CHEBI:12121 + 1.0 CHEBI:5584 = 1.0 CHEBI:12121 + 1.0 CHEBI:5584	{'h', '5dglcn'}	idnT	P39344
GALCTNt2pp	D-galactonate transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 galctn__D_p + 1.0 h_p = 1.0 galctn__D_c + 1.0 h_c	1.0 D-Galactonate + 1.0 H+ = 1.0 D-Galactonate + 1.0 H+	1.0 CHEBI:12931 + 1.0 CHEBI:5584 = 1.0 CHEBI:12931 + 1.0 CHEBI:5584	{'h', 'galctn__D'}	dgoT	P0AA76
GALCTNLtex	L-galactonate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 galctn__L_e = 1.0 galctn__L_p	1.0 L-Galactonate = 1.0 L-Galactonate	1.0 CHEBI:37425 = 1.0 CHEBI:37425	{'galctn__L'}	ompC, ompN, ompF, phoE	P06996, P77747, P02931, P02932
DSERt2pp	D-serine transport in via proton symport (periplasm)	Transport, Inner Membrane	1.0 h_p + 1.0 ser__D_p = 1.0 h_c + 1.0 ser__D_c	1.0 H+ + 1.0 D-Serine = 1.0 H+ + 1.0 D-Serine	1.0 CHEBI:5584 + 1.0 CHEBI:35247 = 1.0 CHEBI:5584 + 1.0 CHEBI:35247	{'ser__D', 'h'}	cycA	P0AAE0
ALAt4pp	L-alanine transport in via sodium symport (periplasm)	Transport, Inner Membrane	1.0 ala__L_p + 1.0 na1_p = 1.0 ala__L_c + 1.0 na1_c	1.0 L-Alanine + 1.0 Sodium = 1.0 L-Alanine + 1.0 Sodium	1.0 CHEBI:21216 + 1.0 CHEBI:9175 = 1.0 CHEBI:21216 + 1.0 CHEBI:9175	{'ala__L', 'na1'}	yaaJ	P30143
LYSt3pp	L-lysine transport out via proton antiport (cytoplasm to periplasm)	Transport, Inner Membrane	1.0 h_p + 1.0 lys__L_c = 1.0 h_c + 1.0 lys__L_p	1.0 H+ + 1.0 L-Lysine = 1.0 H+ + 1.0 L-Lysine	1.0 CHEBI:5584 + 1.0 CHEBI:6264 = 1.0 CHEBI:5584 + 1.0 CHEBI:6264	{'lys__L', 'h'}	argO, ybjE	P11667, P75826
