UID	TCID	QUID	Reaction	Evalue	Identity
P32676	4.A.2.1.10	P32676	[('L-histidyl-[protein] + phosphoenolpyruvate = N(pros)-phospho-L-histidyl-[protein] + pyruvate', 'CHEBI:29979 + CHEBI:58702 = CHEBI:64837 + CHEBI:15361'), ('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979')]	1.49e-80	100.0
P69816	4.A.2.1.10	P69816	[('L-histidyl-[protein] + phosphoenolpyruvate = N(pros)-phospho-L-histidyl-[protein] + pyruvate', 'CHEBI:29979 + CHEBI:58702 = CHEBI:64837 + CHEBI:15361'), ('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979')]	3.9000000000000004e-73	100.0
P69816	4.A.2.1.10	P32154	[('L-histidyl-[protein] + phosphoenolpyruvate = N(pros)-phospho-L-histidyl-[protein] + pyruvate', 'CHEBI:29979 + CHEBI:58702 = CHEBI:64837 + CHEBI:15361'), ('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979')]	6.38e-25	50.0
P69816	4.A.2.1.10	P20966	[('L-histidyl-[protein] + phosphoenolpyruvate = N(pros)-phospho-L-histidyl-[protein] + pyruvate', 'CHEBI:29979 + CHEBI:58702 = CHEBI:64837 + CHEBI:15361'), ('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979')]	2.12e-25	53.409
P69808	4.A.2.1.11	P69808	[('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979'), ('L-histidyl-[protein] + phosphoenolpyruvate = N(pros)-phospho-L-histidyl-[protein] + pyruvate', 'CHEBI:29979 + CHEBI:58702 = CHEBI:64837 + CHEBI:15361')]	2.6e-75	100.0
P77439	4.A.2.1.11	P77439	[('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979'), ('L-histidyl-[protein] + phosphoenolpyruvate = N(pros)-phospho-L-histidyl-[protein] + pyruvate', 'CHEBI:29979 + CHEBI:58702 = CHEBI:64837 + CHEBI:15361')]	0.0	100.0
P77579	4.A.2.1.11	P77579	[('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979'), ('L-histidyl-[protein] + phosphoenolpyruvate = N(pros)-phospho-L-histidyl-[protein] + pyruvate', 'CHEBI:29979 + CHEBI:58702 = CHEBI:64837 + CHEBI:15361')]	0.0	100.0
Q9KKQ7	4.A.2.1.12	P00550	[('D-mannitol + N(pros)-phospho-L-histidyl-[protein] = D-mannitol 1-phosphate + L-histidyl-[protein]', 'CHEBI:16899 + CHEBI:64837 = CHEBI:61381 + CHEBI:29979')]	0.0	67.702
Q9HY57	4.A.2.1.17	P69816	[('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979'), ('L-histidyl-[protein] + phosphoenolpyruvate = N(pros)-phospho-L-histidyl-[protein] + pyruvate', 'CHEBI:29979 + CHEBI:58702 = CHEBI:64837 + CHEBI:15361')]	6.46e-17	51.579
Q9HY57	4.A.2.1.17	P20966	[('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979'), ('L-histidyl-[protein] + phosphoenolpyruvate = N(pros)-phospho-L-histidyl-[protein] + pyruvate', 'CHEBI:29979 + CHEBI:58702 = CHEBI:64837 + CHEBI:15361')]	0.0	55.614
Q9RZP7	4.A.2.1.18	P69816	[('no_reaction_identified', 'no_reaction_identified')]	6.85e-22	50.526
Q9RZP7	4.A.2.1.18	P32154	[('no_reaction_identified', 'no_reaction_identified')]	3.62e-17	53.333
Q9RZP7	4.A.2.1.18	P20966	[('no_reaction_identified', 'no_reaction_identified')]	3.28e-146	54.526
Q9RZP7	4.A.2.1.18	P20966	[('no_reaction_identified', 'no_reaction_identified')]	1.4200000000000002e-21	58.427
M7QAG8	4.A.2.1.19	P69811	[('no_reaction_identified', 'no_reaction_identified')]	3.3599999999999998e-40	51.064
P00550	4.A.2.1.2	P69826	[('D-mannitol + N(pros)-phospho-L-histidyl-[protein] = D-mannitol 1-phosphate + L-histidyl-[protein]', 'CHEBI:16899 + CHEBI:64837 = CHEBI:61381 + CHEBI:29979')]	6.48e-158	52.665
P00550	4.A.2.1.2	P00550	[('D-mannitol + N(pros)-phospho-L-histidyl-[protein] = D-mannitol 1-phosphate + L-histidyl-[protein]', 'CHEBI:16899 + CHEBI:64837 = CHEBI:61381 + CHEBI:29979')]	0.0	100.0
F8Y3B5	4.A.2.1.21	P69816	[('no_reaction_identified', 'no_reaction_identified')]	6.800000000000001e-27	52.688
Q3JZE2	4.A.2.1.22	P69816	[('no_reaction_identified', 'no_reaction_identified')]	2.53e-31	51.042
P69826	4.A.2.1.24	P69826	[('D-mannitol + N(pros)-phospho-L-histidyl-[protein] = D-mannitol 1-phosphate + L-histidyl-[protein]', 'CHEBI:16899 + CHEBI:64837 = CHEBI:61381 + CHEBI:29979')]	0.0	100.0
P69826	4.A.2.1.24	P00550	[('D-mannitol + N(pros)-phospho-L-histidyl-[protein] = D-mannitol 1-phosphate + L-histidyl-[protein]', 'CHEBI:16899 + CHEBI:64837 = CHEBI:61381 + CHEBI:29979')]	7.349999999999999e-165	52.665
P69824	4.A.2.1.24	P69824	[('D-mannitol + N(pros)-phospho-L-histidyl-[protein] = D-mannitol 1-phosphate + L-histidyl-[protein]', 'CHEBI:16899 + CHEBI:64837 = CHEBI:61381 + CHEBI:29979')]	6.51e-107	100.0
P32154	4.A.2.1.25	P69816	[('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979')]	1.4e-25	50.0
P32154	4.A.2.1.25	P32154	[('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979')]	0.0	100.0
P32155	4.A.2.1.25	P32155	[('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979')]	1.3799999999999999e-108	100.0
Q5V5X1	4.A.2.1.26	P32676	[('L-histidyl-[protein] + phosphoenolpyruvate = N(pros)-phospho-L-histidyl-[protein] + pyruvate', 'CHEBI:29979 + CHEBI:58702 = CHEBI:64837 + CHEBI:15361')]	6.55e-11	50.0
ACN13980.1	4.A.2.1.27	P00550	[('no_reaction_identified', 'no_reaction_identified')]	0.0	52.756
P54745	4.A.2.1.3	P54745	[('(2R)-2-O-(alpha-D-mannosyl)-glycerate + N(pros)-phospho-L-histidyl-[protein] = (2R)-2-O-(6-phospho-alpha-D-mannosyl)-glycerate + L-histidyl-[protein]', 'CHEBI:57541 + CHEBI:64837 = CHEBI:60331 + CHEBI:29979')]	0.0	100.0
P42956	4.A.2.1.5	P69826	[('D-mannitol + N(pros)-phospho-L-histidyl-[protein] = D-mannitol 1-phosphate + L-histidyl-[protein]', 'CHEBI:16899 + CHEBI:64837 = CHEBI:61381 + CHEBI:29979')]	3.12e-167	51.386
P42956	4.A.2.1.5	P00550	[('D-mannitol + N(pros)-phospho-L-histidyl-[protein] = D-mannitol 1-phosphate + L-histidyl-[protein]', 'CHEBI:16899 + CHEBI:64837 = CHEBI:61381 + CHEBI:29979')]	0.0	62.821
Q8DWE7	4.A.2.1.8	P69816	[('no_reaction_identified', 'no_reaction_identified')]	3.11e-27	51.064
Q8FC73	4.A.2.1.9	P69816	[('no_reaction_identified', 'no_reaction_identified')]	1.38e-28	50.495
Q8FC73	4.A.2.1.9	P54745	[('no_reaction_identified', 'no_reaction_identified')]	9.6e-15	50.704
P17334	4.A.3.2.1	P17334	"[(""N,N'-diacetylchitobiose + N(pros)-phospho-L-histidyl-[protein] = diacetylchitobiose-6'-phosphate + L-histidyl-[protein]"", 'CHEBI:28681 + CHEBI:64837 = CHEBI:64883 + CHEBI:29979')]"	0.0	100.0
P69791	4.A.3.2.1	P69791	"[(""N,N'-diacetylchitobiose + N(pros)-phospho-L-histidyl-[protein] = diacetylchitobiose-6'-phosphate + L-histidyl-[protein]"", 'CHEBI:28681 + CHEBI:64837 = CHEBI:64883 + CHEBI:29979')]"	2.6700000000000002e-80	100.0
P69795	4.A.3.2.1	P69795	"[(""N,N'-diacetylchitobiose + N(pros)-phospho-L-histidyl-[protein] = diacetylchitobiose-6'-phosphate + L-histidyl-[protein]"", 'CHEBI:28681 + CHEBI:64837 = CHEBI:64883 + CHEBI:29979')]"	1.33e-73	100.0
Q8L3C2	4.A.3.2.5	P17334	[('no_reaction_identified', 'no_reaction_identified')]	0.0	80.795
Q8L3C3	4.A.3.2.5	P69795	[('no_reaction_identified', 'no_reaction_identified')]	8.79e-53	83.871
Q8L3C4	4.A.3.2.5	P69783	[('no_reaction_identified', 'no_reaction_identified')]	1.5e-112	96.45
Q9KSH3	4.A.3.2.6	P69791	[('no_reaction_identified', 'no_reaction_identified')]	3.3e-32	52.525
C4X746	4.A.3.2.7	P69791	[('no_reaction_identified', 'no_reaction_identified')]	6.510000000000001e-63	81.739
C4X744	4.A.3.2.7	P69795	[('no_reaction_identified', 'no_reaction_identified')]	1.0299999999999999e-69	96.226
C4X745	4.A.3.2.7	P17334	[('no_reaction_identified', 'no_reaction_identified')]	0.0	87.611
P05706	4.A.4.1.1	P05706	[('D-sorbitol + N(pros)-phospho-L-histidyl-[protein] = D-sorbitol 6-phosphate + L-histidyl-[protein]', 'CHEBI:17924 + CHEBI:64837 = CHEBI:60084 + CHEBI:29979')]	3.4399999999999995e-89	100.0
P56579	4.A.4.1.1	P56579	[('D-sorbitol + N(pros)-phospho-L-histidyl-[protein] = D-sorbitol 6-phosphate + L-histidyl-[protein]', 'CHEBI:17924 + CHEBI:64837 = CHEBI:60084 + CHEBI:29979')]	3.61e-138	100.0
P56580	4.A.4.1.1	P56580	[('D-sorbitol + N(pros)-phospho-L-histidyl-[protein] = D-sorbitol 6-phosphate + L-histidyl-[protein]', 'CHEBI:17924 + CHEBI:64837 = CHEBI:60084 + CHEBI:29979')]	0.0	100.0
O32332	4.A.4.1.2	P56579	[('D-sorbitol + N(pros)-phospho-L-histidyl-[protein] = D-sorbitol 6-phosphate + L-histidyl-[protein]', 'CHEBI:17924 + CHEBI:64837 = CHEBI:60084 + CHEBI:29979')]	2.0000000000000003e-64	51.111
O32333	4.A.4.1.2	P56580	[('D-sorbitol + N(pros)-phospho-L-histidyl-[protein] = D-sorbitol 6-phosphate + L-histidyl-[protein]', 'CHEBI:17924 + CHEBI:64837 = CHEBI:60084 + CHEBI:29979')]	2.6600000000000002e-117	53.593
P37188	4.A.5.1.1	P37188	[('galactitol + N(pros)-phospho-L-histidyl-[protein] = galactitol 1-phosphate + L-histidyl-[protein]', 'CHEBI:16813 + CHEBI:64837 = CHEBI:60083 + CHEBI:29979')]	3.57e-66	100.0
P69828	4.A.5.1.1	P69828	[('galactitol + N(pros)-phospho-L-histidyl-[protein] = galactitol 1-phosphate + L-histidyl-[protein]', 'CHEBI:16813 + CHEBI:64837 = CHEBI:60083 + CHEBI:29979')]	4.42e-111	100.0
P69831	4.A.5.1.1	P69831	[('galactitol + N(pros)-phospho-L-histidyl-[protein] = galactitol 1-phosphate + L-histidyl-[protein]', 'CHEBI:16813 + CHEBI:64837 = CHEBI:60083 + CHEBI:29979')]	0.0	100.0
P39363	4.A.5.1.3	P39363	[('no_reaction_identified', 'no_reaction_identified')]	5.64e-105	100.0
P39365	4.A.5.1.3	P39365	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P58035	4.A.5.1.3	P58035	[('no_reaction_identified', 'no_reaction_identified')]	8.930000000000001e-64	100.0
P69797	4.A.6.1.1	P69797	[('D-mannose + N(pros)-phospho-L-histidyl-[protein] = D-mannose 6-phosphate + L-histidyl-[protein]', 'CHEBI:4208 + CHEBI:64837 = CHEBI:58735 + CHEBI:29979')]	0.0	100.0
P69801	4.A.6.1.1	P69801	[('D-mannose + N(pros)-phospho-L-histidyl-[protein] = D-mannose 6-phosphate + L-histidyl-[protein]', 'CHEBI:4208 + CHEBI:64837 = CHEBI:58735 + CHEBI:29979')]	0.0	100.0
P69805	4.A.6.1.1	P69805	[('D-mannose + N(pros)-phospho-L-histidyl-[protein] = D-mannose 6-phosphate + L-histidyl-[protein]', 'CHEBI:4208 + CHEBI:64837 = CHEBI:58735 + CHEBI:29979')]	0.0	100.0
Q04GK0	4.A.6.1.10	P69801	[('D-mannose + N(pros)-phospho-L-histidyl-[protein] = D-mannose 6-phosphate + L-histidyl-[protein]', 'CHEBI:4208 + CHEBI:64837 = CHEBI:58735 + CHEBI:29979')]	2.2699999999999997e-67	50.41
Q8DR76	4.A.6.1.14	P42904	[('no_reaction_identified', 'no_reaction_identified')]	5.93e-45	50.0
Q7BC71	4.A.6.1.15	P69801	[('D-mannose + N(pros)-phospho-L-histidyl-[protein] = D-mannose 6-phosphate + L-histidyl-[protein]', 'CHEBI:4208 + CHEBI:64837 = CHEBI:58735 + CHEBI:29979')]	2.19e-72	50.617
Q8Y8V8	4.A.6.1.16	P69797	[('no_reaction_identified', 'no_reaction_identified')]	1.57e-42	53.846
Q8Y8V9	4.A.6.1.16	P69797	[('no_reaction_identified', 'no_reaction_identified')]	4.19e-75	72.327
Q8Y8W0	4.A.6.1.16	P69801	[('no_reaction_identified', 'no_reaction_identified')]	2.18e-119	76.639
Q8Y8W1	4.A.6.1.16	P69805	[('no_reaction_identified', 'no_reaction_identified')]	2.81e-151	73.741
P26381	4.A.6.1.2	P69801	[('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979')]	9e-76	61.157
P26382	4.A.6.1.2	P69805	[('D-fructose + N(pros)-phospho-L-histidyl-[protein] = D-fructose 1-phosphate + L-histidyl-[protein]', 'CHEBI:37721 + CHEBI:64837 = CHEBI:58674 + CHEBI:29979')]	2.1699999999999997e-115	61.029
Q9RGG4	4.A.6.1.26	P69797	[('keto-L-sorbose + N(pros)-phospho-L-histidyl-[protein] = L-sorbose 1-phosphate + L-histidyl-[protein]', 'CHEBI:13172 + CHEBI:64837 = CHEBI:137409 + CHEBI:29979')]	5.6799999999999994e-61	55.556
Q9RGG3	4.A.6.1.26	P69801	[('keto-L-sorbose + N(pros)-phospho-L-histidyl-[protein] = L-sorbose 1-phosphate + L-histidyl-[protein]', 'CHEBI:13172 + CHEBI:64837 = CHEBI:137409 + CHEBI:29979')]	6.28e-113	61.633
Q9RGG2	4.A.6.1.26	P69805	[('keto-L-sorbose + N(pros)-phospho-L-histidyl-[protein] = L-sorbose 1-phosphate + L-histidyl-[protein]', 'CHEBI:13172 + CHEBI:64837 = CHEBI:137409 + CHEBI:29979')]	2.02e-102	56.25
Q8Y8V8	4.A.6.1.29	P69797	[('no_reaction_identified', 'no_reaction_identified')]	1.57e-42	53.846
Q8Y8W0	4.A.6.1.29	P69801	[('no_reaction_identified', 'no_reaction_identified')]	2.18e-119	76.639
Q8Y8W1	4.A.6.1.29	P69805	[('no_reaction_identified', 'no_reaction_identified')]	2.81e-151	73.741
P37081	4.A.6.1.3	P69797	[('keto-L-sorbose + N(pros)-phospho-L-histidyl-[protein] = L-sorbose 1-phosphate + L-histidyl-[protein]', 'CHEBI:13172 + CHEBI:64837 = CHEBI:137409 + CHEBI:29979')]	2.3699999999999997e-54	51.572
P37082	4.A.6.1.3	P69801	[('keto-L-sorbose + N(pros)-phospho-L-histidyl-[protein] = L-sorbose 1-phosphate + L-histidyl-[protein]', 'CHEBI:13172 + CHEBI:64837 = CHEBI:137409 + CHEBI:29979')]	4.07e-116	63.563
P37083	4.A.6.1.3	P69805	[('keto-L-sorbose + N(pros)-phospho-L-histidyl-[protein] = L-sorbose 1-phosphate + L-histidyl-[protein]', 'CHEBI:13172 + CHEBI:64837 = CHEBI:137409 + CHEBI:29979')]	1.43e-115	62.132
Q9KIQ3	4.A.6.1.4	P42905	[('no_reaction_identified', 'no_reaction_identified')]	2.52e-82	96.947
Q9KIQ4	4.A.6.1.4	P42904	[('no_reaction_identified', 'no_reaction_identified')]	2.6599999999999998e-114	100.0
P42909	4.A.6.1.5	P42909	[('no_reaction_identified', 'no_reaction_identified')]	2.69e-114	100.0
P42911	4.A.6.1.5	P42911	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
Q9KIP7	4.A.6.1.5	P42910	[('no_reaction_identified', 'no_reaction_identified')]	0.0	99.625
P39301	4.A.7.1.1	P39301	[('N(pros)-phospho-L-histidyl-[protein] + L-ascorbate = L-ascorbate 6-phosphate + L-histidyl-[protein]', 'CHEBI:64837 + CHEBI:38290 = CHEBI:61698 + CHEBI:29979')]	0.0	100.0
P69820	4.A.7.1.1	P69820	[('N(pros)-phospho-L-histidyl-[protein] + L-ascorbate = L-ascorbate 6-phosphate + L-histidyl-[protein]', 'CHEBI:64837 + CHEBI:38290 = CHEBI:61698 + CHEBI:29979')]	3.08e-113	100.0
P69822	4.A.7.1.1	P69822	[('N(pros)-phospho-L-histidyl-[protein] + L-ascorbate = L-ascorbate 6-phosphate + L-histidyl-[protein]', 'CHEBI:64837 + CHEBI:38290 = CHEBI:61698 + CHEBI:29979')]	1.93e-72	100.0
PNQ00486	4.A.7.1.6	P39301	[('no_reaction_identified', 'no_reaction_identified')]	0.0	63.377
PNQ00486	4.A.7.1.6	P69822	[('no_reaction_identified', 'no_reaction_identified')]	1.4300000000000001e-31	55.914
P24518	4.B.1.1.1	P27278	[('beta-nicotinamide D-riboside + ATP = beta-nicotinamide D-ribonucleotide + ADP + H(+)', 'CHEBI:15927 + CHEBI:30616 = CHEBI:14649 + CHEBI:456216 + CHEBI:15378'), ('beta-nicotinamide D-ribonucleotide + ATP + H(+) = diphosphate + NAD(+)', 'CHEBI:14649 + CHEBI:30616 + CHEBI:15378 = CHEBI:33019 + CHEBI:57540')]	0.0	95.11
P24520	4.B.1.1.1	P0AFK2	[('beta-nicotinamide D-riboside + ATP = beta-nicotinamide D-ribonucleotide + ADP + H(+)', 'CHEBI:15927 + CHEBI:30616 = CHEBI:14649 + CHEBI:456216 + CHEBI:15378'), ('beta-nicotinamide D-ribonucleotide + ATP + H(+) = diphosphate + NAD(+)', 'CHEBI:14649 + CHEBI:30616 + CHEBI:15378 = CHEBI:33019 + CHEBI:57540')]	8.65e-150	88.703
P44308	4.B.1.1.2	P27278	[('beta-nicotinamide D-riboside + ATP = beta-nicotinamide D-ribonucleotide + ADP + H(+)', 'CHEBI:15927 + CHEBI:30616 = CHEBI:14649 + CHEBI:456216 + CHEBI:15378'), ('beta-nicotinamide D-ribonucleotide + ATP + H(+) = diphosphate + NAD(+)', 'CHEBI:14649 + CHEBI:30616 + CHEBI:15378 = CHEBI:33019 + CHEBI:57540')]	1.42e-140	54.728
P31119	4.C.1.1.16	P31119	[('a long-chain fatty acid + holo-[ACP] + ATP = a long-chain fatty acyl-[ACP] + AMP + diphosphate', 'CHEBI:57560 + CHEBI:64479 + CHEBI:30616 = CHEBI:133243 + CHEBI:456215 + CHEBI:33019'), ('a 2-acyl-sn-glycero-3-phosphoethanolamine + a fatty acyl-[ACP] = a 1,2-diacyl-sn-glycero-3-phosphoethanolamine + holo-[ACP]', 'CHEBI:65213 + CHEBI:138651 = CHEBI:64612 + CHEBI:64479')]	0.0	100.0
P69451	4.C.1.1.4	P69451	[('dodecanoate + ATP + CoA = dodecanoyl-CoA + AMP + diphosphate', 'CHEBI:18262 + CHEBI:30616 + CHEBI:57287 = CHEBI:57375 + CHEBI:456215 + CHEBI:33019'), ('decanoate + ATP + CoA = decanoyl-CoA + AMP + diphosphate', 'CHEBI:27689 + CHEBI:30616 + CHEBI:57287 = CHEBI:61430 + CHEBI:456215 + CHEBI:33019'), ('hexadecanoate + ATP + CoA = hexadecanoyl-CoA + AMP + diphosphate', 'CHEBI:7896 + CHEBI:30616 + CHEBI:57287 = CHEBI:57379 + CHEBI:456215 + CHEBI:33019'), ('a long-chain fatty acid + ATP + CoA = a long-chain fatty acyl-CoA + AMP + diphosphate', 'CHEBI:57560 + CHEBI:30616 + CHEBI:57287 = CHEBI:83139 + CHEBI:456215 + CHEBI:33019'), ('tetradecanoate + ATP + CoA = tetradecanoyl-CoA + AMP + diphosphate', 'CHEBI:30807 + CHEBI:30616 + CHEBI:57287 = CHEBI:57385 + CHEBI:456215 + CHEBI:33019'), ('(9Z)-octadecenoate + ATP + CoA = (9Z)-octadecenoyl-CoA + AMP + diphosphate', 'CHEBI:30823 + CHEBI:30616 + CHEBI:57287 = CHEBI:57387 + CHEBI:456215 + CHEBI:33019'), ('octanoate + ATP + CoA = octanoyl-CoA + AMP + diphosphate', 'CHEBI:25646 + CHEBI:30616 + CHEBI:57287 = CHEBI:57386 + CHEBI:456215 + CHEBI:33019')]	0.0	100.0
P31552	4.C.1.1.6	P31552	[('4-(trimethylamino)butanoate + ATP + CoA = 4-(trimethylamino)butanoyl-CoA + AMP + diphosphate', 'CHEBI:16244 + CHEBI:30616 + CHEBI:57287 = CHEBI:61513 + CHEBI:456215 + CHEBI:33019'), ('crotonobetaine + ATP + CoA = crotonobetainyl-CoA + AMP + diphosphate', 'CHEBI:17237 + CHEBI:30616 + CHEBI:57287 = CHEBI:60933 + CHEBI:456215 + CHEBI:33019'), ('(R)-carnitine + ATP + CoA = (R)-carnitinyl-CoA + AMP + diphosphate', 'CHEBI:16347 + CHEBI:30616 + CHEBI:57287 = CHEBI:60932 + CHEBI:456215 + CHEBI:33019')]	0.0	100.0
WP_202784107.1	4.C.3.2.5	P77538	[('no_reaction_identified', 'no_reaction_identified')]	0.0	98.592
Q47536	4.D.1.1.11	Q47536	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P77757	4.D.1.1.13	P77757	[('UDP-4-deoxy-4-formamido-beta-L-arabinose + di-trans,octa-cis-undecaprenyl phosphate = 4-deoxy-4-formamido-alpha-L-arabinopyranosyl di-trans,octa-cis-undecaprenyl phosphate + UDP', 'CHEBI:58709 + CHEBI:60392 = CHEBI:58909 + CHEBI:58223')]	0.0	100.0
P75905	4.D.1.1.3	P75905	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P75770	4.D.2.4.3	P75770	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P62517	4.D.3.1.1	P62517	[('no_reaction_identified', 'no_reaction_identified')]	0.0	100.0
P37653	4.D.3.1.6	P37653	[('[(1->4)-beta-D-glucosyl](n) + UDP-alpha-D-glucose = [(1->4)-beta-D-glucosyl](n+1) + UDP + H(+)', 'CHEBI:18246 + CHEBI:58885 = CHEBI:18246 + CHEBI:58223 + CHEBI:15378')]	0.0	100.0
P37652	4.D.3.1.6	P37652	[('[(1->4)-beta-D-glucosyl](n) + UDP-alpha-D-glucose = [(1->4)-beta-D-glucosyl](n+1) + UDP + H(+)', 'CHEBI:18246 + CHEBI:58885 = CHEBI:18246 + CHEBI:58223 + CHEBI:15378')]	0.0	100.0
P37651	4.D.3.1.6	P37651	[('[(1->4)-beta-D-glucosyl](n) + UDP-alpha-D-glucose = [(1->4)-beta-D-glucosyl](n+1) + UDP + H(+)', 'CHEBI:18246 + CHEBI:58885 = CHEBI:18246 + CHEBI:58223 + CHEBI:15378')]	0.0	100.0
K0WKG7	4.F.1.1.8	P0ABF8	[('no_reaction_identified', 'no_reaction_identified')]	1.69e-62	60.227
D6I8Y6	4.F.1.3.3	P76090	[('no_reaction_identified', 'no_reaction_identified')]	1.83e-141	97.0
P36655	5.A.1.1.1	P36655	[('[protein]-dithiol + NAD(+) = [protein]-disulfide + NADH + H(+)', 'CHEBI:29950 + CHEBI:57540 = CHEBI:50058 + CHEBI:57945 + CHEBI:15378'), ('[protein]-dithiol + NADP(+) = [protein]-disulfide + NADPH + H(+)', 'CHEBI:29950 + CHEBI:58349 = CHEBI:50058 + CHEBI:57783 + CHEBI:15378')]	0.0	100.0
P0A6M2	5.A.2.1.1	P0A6M2	[('no_reaction_identified', 'no_reaction_identified')]	1.22e-128	100.0
P09152	5.A.3.1.1	P19319	[('nitrate + a quinol = a quinone + nitrite + H2O', 'CHEBI:17632 + CHEBI:24646 = CHEBI:132124 + CHEBI:16301 + CHEBI:15377')]	0.0	78.686
P09152	5.A.3.1.1	P09152	[('nitrate + a quinol = a quinone + nitrite + H2O', 'CHEBI:17632 + CHEBI:24646 = CHEBI:132124 + CHEBI:16301 + CHEBI:15377')]	0.0	100.0
P11349	5.A.3.1.1	P11349	[('nitrate + a quinol = a quinone + nitrite + H2O', 'CHEBI:17632 + CHEBI:24646 = CHEBI:132124 + CHEBI:16301 + CHEBI:15377')]	0.0	100.0
P11349	5.A.3.1.1	P19318	[('nitrate + a quinol = a quinone + nitrite + H2O', 'CHEBI:17632 + CHEBI:24646 = CHEBI:132124 + CHEBI:16301 + CHEBI:15377')]	0.0	79.051
P11350	5.A.3.1.1	P0AF32	[('nitrate + a quinol = a quinone + nitrite + H2O', 'CHEBI:17632 + CHEBI:24646 = CHEBI:132124 + CHEBI:16301 + CHEBI:15377')]	4.75e-120	71.556
P11350	5.A.3.1.1	P11350	[('nitrate + a quinol = a quinone + nitrite + H2O', 'CHEBI:17632 + CHEBI:24646 = CHEBI:132124 + CHEBI:16301 + CHEBI:15377')]	2.7600000000000005e-166	100.0
P0AF32	5.A.3.1.2	P0AF32	[('nitrate + a quinol = a quinone + nitrite + H2O', 'CHEBI:17632 + CHEBI:24646 = CHEBI:132124 + CHEBI:16301 + CHEBI:15377')]	2.98e-167	100.0
P0AF32	5.A.3.1.2	P11350	[('nitrate + a quinol = a quinone + nitrite + H2O', 'CHEBI:17632 + CHEBI:24646 = CHEBI:132124 + CHEBI:16301 + CHEBI:15377')]	4.73e-120	71.556
P19318	5.A.3.1.2	P11349	[('nitrate + a quinol = a quinone + nitrite + H2O', 'CHEBI:17632 + CHEBI:24646 = CHEBI:132124 + CHEBI:16301 + CHEBI:15377')]	0.0	79.051
P19318	5.A.3.1.2	P19318	[('nitrate + a quinol = a quinone + nitrite + H2O', 'CHEBI:17632 + CHEBI:24646 = CHEBI:132124 + CHEBI:16301 + CHEBI:15377')]	0.0	100.0
P19319	5.A.3.1.2	P19319	[('nitrate + a quinol = a quinone + nitrite + H2O', 'CHEBI:17632 + CHEBI:24646 = CHEBI:132124 + CHEBI:16301 + CHEBI:15377')]	0.0	100.0
P19319	5.A.3.1.2	P09152	[('nitrate + a quinol = a quinone + nitrite + H2O', 'CHEBI:17632 + CHEBI:24646 = CHEBI:132124 + CHEBI:16301 + CHEBI:15377')]	0.0	78.686
